gene	chr_name	meanPos	Pvalue	FC	Log2FC
gene-GU283_mgp02	NC_045530	11098	0.0001216256	1.3531972152	0.436372113266351
gene-GU283_mgp01	NC_045530	12220	0.0072888322	1.5860293592	0.66541947720848
gene-GU283_mgr02	NC_045530	13424.5	0.5385407147	1.0825970717	0.114496390847068
gene-GU283_mgr01	NC_045530	14547.5	0.2536603979	0.9165234636	-0.125756279712975
gene-LOC117889666	NC_048530	8288	3.5820910200744E-16	0.3446311467	-1.53687500110449
gene-LOC117889660	NC_048530	9967	1.67713918168487E-05	0.3446311467	-1.53687500110449
gene-LOC117889668	NC_048530	74347	0.00000001	0.2264597125	-2.1426736792569
gene-LOC117889634	NC_048530	124108	6.7049407515249E-07	0.4181809255	-1.2578008371544
gene-LOC117889671	NC_048530	156800.5	0.094414098	0.4541878797	-1.13863888758764
gene-LOC117889667	NC_048530	158476.5	1.7041588541072E-07	0.2427589832	-2.04240341189666
gene-LOC117892165	NC_048530	226781	0.0075756606	1.6075890703	0.684898673926569
gene-LOC117898628	NC_048530	248036.5	0.3544267186	0.9651456703	-0.0511813888185998
gene-LOC117896600	NC_048530	261254.5	5.10464954E-11	0.8878063857	-0.171683009355026
gene-LOC117894609	NC_048530	287469	0.0641235529	1.0520092452	0.0731473832857133
gene-LOC117902127	NC_048530	362624.5	0.3802706451	0.8591661555	-0.218990931468608
gene-LOC117889573	NC_048530	420647.5	0.1624086469	1.0361603615	0.0512472991993766
gene-LOC117889574	NC_048530	436615.5	4.48356358321568E-06	0.7315021522	-0.451065985870559
gene-LOC117903560	NC_048530	512694.5	2.620797280289E-08	0.7187251834	-0.476487857374438
gene-LOC117901271	NC_048530	558931.5	4.22120722113431E-05	1.1524448722	0.204697740237358
gene-LOC117901264	NC_048530	560185	5.821083723876E-08	1.1964620439	0.258774630101811
gene-LOC117892203	NC_048530	567248.5	6.93518E-13	0.8186333571	-0.288710640979232
gene-LOC117901014	NC_048530	580853	0.0465321102	0.6342469893	-0.656883328894985
gene-LOC117902670	NC_048530	589447.5	0.7489341295	0.7093860997	-0.495357033701309
gene-LOC117889582	NC_048530	599464	0.3889900174	0.9739699171	-0.0380508822521176
gene-LOC117889584	NC_048530	608441	0.0106667767	1.1074987602	0.147305083742539
gene-LOC117889583	NC_048530	618002.5	6.2823425764953E-07	0.8479769173	-0.237903101030565
gene-LOC117889585	NC_048530	622268	0.7903771091	1.0470906506	0.0663863472446523
gene-LOC117894309	NC_048530	720996.5	3.12704951456145E-05	0.6900267194	-0.535275867489985
gene-LOC117894395	NC_048530	753150.5	0.2255915738	0.7740384578	-0.369522846994423
gene-LOC117893770	NC_048530	820215.5	0.1447819637	1.5229068812	0.606827730309716
gene-LOC117892238	NC_048530	898646	0.0023547524	1.5566557427	0.638449925011746
gene-LOC117902179	NC_048530	956296	0.0013546855	0.6656253455	-0.587217725814941
gene-LOC117892263	NC_048530	986898	0.036214993	1.2680244425	0.342582555204188
gene-LOC117898513	NC_048530	994489	0.8548815924	1.0053954451	0.00776305809407026
gene-LOC117898613	NC_048530	1012706.5	0.7146801815	1.1678786842	0.223890419086854
gene-LOC117898579	NC_048530	1025399	0.0051949997	1.1202006386	0.163757155844606
gene-LOC117898557	NC_048530	1041207	6.9428793260917E-07	1.0950541662	0.131002233639587
gene-LOC117898460	NC_048530	1081244.5	0.0473570625	0.9145708141	-0.128833214475307
gene-LOC117898580	NC_048530	1086026.5	4.43649320732991E-05	1.2424754456	0.313217340832915
gene-LOC117898550	NC_048530	1086825	1.5787571884781E-07	1.2076355109	0.272185085486934
gene-LOC117898586	NC_048530	1087778.5	6.87200552E-12	1.2530057618	0.325393048738923
gene-LOC117898434	NC_048530	1099110.5	0.6206483767	1.0672367104	0.0938801977606386
gene-LOC117898574	NC_048530	1108168	0.0001026007	1.1257123916	0.170838280159441
gene-LOC117898502	NC_048530	1109915	0.0002663078	1.1411375706	0.190472727172978
gene-LOC117898518	NC_048530	1112434.5	0.3759526062	1.0392664533	0.0555655883822196
gene-LOC117898421	NC_048530	1120453	0.000000197	0.6007459175	-0.735173155647938
gene-LOC117898541	NC_048530	1131847	2.2354900332E-10	1.1359095154	0.183847916811854
gene-LOC117898528	NC_048530	1133903	0.0229462914	1.0415158886	0.0586848482403765
gene-LOC117898596	NC_048530	1135774	0.0001260938	1.2064685271	0.270790280751349
gene-LOC117898426	NC_048530	1139412.5	9.70745026024967E-15	0.7860737203	-0.347263475884547
gene-LOC117898487	NC_048530	1141912	0.0101718444	1.0399218259	0.0564750806496845
gene-LOC117898397	NC_048530	1150441.5	3.7330841877E-10	0.4538429617	-1.139734910959
gene-LOC117898442	NC_048530	1164170.5	0.0042745047	1.0658557246	0.0920121665296763
gene-LOC117898452	NC_048530	1170456	0.0001878141	1.3713396209	0.455585907886796
gene-LOC117898471	NC_048530	1179502	1.34049792203464E-06	1.2400452594	0.310392777322098
gene-LOC117898505	NC_048530	1186365.5	0.078879538	1.1319146474	0.178765175117442
gene-LOC117898572	NC_048530	1202398.5	0.0209524365	1.1886569067	0.249332356436942
gene-LOC117903746	NC_048530	1281884	0.0007993675	0.8953201973	-0.15952436285361
gene-LOC117892013	NC_048530	1397236.5	0.1052791091	0.6778254949	-0.561014193276337
gene-LOC117890087	NC_048530	1399896	0.0039770593	1.2018481704	0.265254651751003
gene-LOC117903363	NC_048530	1410482	5.38883320646312E-15	0.4440460679	-1.17121873704355
gene-LOC117903365	NC_048530	1417561.5	6.23014935179803E-20	1.2373661692	0.307272494911443
gene-LOC117903464	NC_048530	1445632.5	0.0776931116	1.0295850737	0.0420630435050887
gene-LOC117903466	NC_048530	1449743.5	0.6364192274	1.0558619684	0.0784212451880847
gene-LOC117903463	NC_048530	1521319.5	5.409157E-14	0.7275253492	-0.458930578099434
gene-LOC117903465	NC_048530	1559750	0.3306346157	0.3347097073	-1.57901770200309
gene-LOC117897509	NC_048530	1596415	1.49243772549496E-06	0.742826737	-0.428902350907643
gene-LOC117900915	NC_048530	1603233.5	5.63334947E-12	0.7026774637	-0.509065465757264
gene-LOC117901768	NC_048530	1606825	0.2610485304	1.0400216242	0.0566135252911507
gene-LOC117892351	NC_048530	1618855	4.6494431746E-10	0.5353182626	-0.901531223267478
gene-LOC117893052	NC_048530	1692872.5	2.07649115792266E-30	0.5136385478	-0.961174616272513
gene-LOC117893057	NC_048530	1694397	0.2254070072	0.3549856443	-1.49416741200517
gene-LOC117894235	NC_048530	1888017	0.0163885277	1.0966793521	0.133141771177885
gene-LOC117894226	NC_048530	1894462.5	0.0039605585	1.2078657637	0.272460129493087
gene-LOC117903638	NC_048530	1897957	0.8714654884	0.9946259389	-0.00777403913938049
gene-LOC117903819	NC_048530	1901134	0.1189135826	1.0568677127	0.0797948070181636
gene-LOC117903704	NC_048530	1906297	1.77387878025464E-05	0.7892088854	-0.34152089598459
gene-LOC117892367	NC_048530	1911061	0.0357653954	1.1525714048	0.204856132138132
gene-LOC117903337	NC_048530	1923475.5	0.0001071463	0.7562432594	-0.403077716685206
gene-LOC117889610	NC_048530	2052672	1.05565485987418E-05	0.6081418098	-0.717520316547693
gene-LOC117889612	NC_048530	2053719.5	4.26308990150587E-05	0.8584408843	-0.220209307035873
gene-LOC117897219	NC_048530	2077400.5	5.76758944443E-09	0.4542325437	-1.13849702258835
gene-LOC117896423	NC_048530	2089406.5	1.607181435135E-08	0.8146278343	-0.29578698552942
gene-LOC117901738	NC_048530	2099972	0.1937059066	0.9097287822	-0.136491596714685
gene-LOC117895356	NC_048530	2107367.5	0.0464610797	1.2886602384	0.365871940202354
gene-LOC117895424	NC_048530	2119198	2.2811046383424E-07	0.839200179	-0.2529131092477
gene-LOC117893958	NC_048530	2129665	0.0009877112	1.11141382	0.152396084866132
gene-LOC117893965	NC_048530	2131011.5	7.484957E-14	1.5677797097	0.648722859165913
gene-LOC117893974	NC_048530	2131375.5	0.1273274042	1.3392590662	0.421435062507063
gene-LOC117893951	NC_048530	2132200.5	0.0184181099	1.0937582998	0.129293964633989
gene-LOC117899032	NC_048530	2135191.5	NaN	0.7627468833	-0.390723715143176
gene-Trnag-gcc	NC_048530	2144638	0.7690412564	1.3147293651	0.394765853653352
gene-LOC117902577	NC_048530	2197827.5	0.4055877939	1.1728171115	0.229978057779537
gene-LOC117891248	NC_048530	2284549.5	0.3697583998	1.8716056698	0.904276504285297
gene-LOC117901524	NC_048530	2297911	0.082212416	0.9293140306	-0.105761905347174
gene-LOC117892471	NC_048530	2312132	0.3596526283	1.15509623	0.208013046239343
gene-LOC117900768	NC_048530	2349780	0.0371010943	0.8879995729	-0.171369112202972
gene-LOC117900761	NC_048530	2413945	0.7504800091	1.1876764862	0.24814191078835
gene-LOC117900589	NC_048530	2446895.5	1.592671782366E-08	0.6221587337	-0.684645387351485
gene-LOC117900717	NC_048530	2464724.5	0.4316034412	1.9494811622	0.963090214067712
gene-LOC117900753	NC_048530	2509188	0.7420572815	1.4786389015	0.564269774802584
gene-LOC117892481	NC_048530	2548236	0.5149878145	0.4439427993	-1.17155429327241
gene-LOC117890984	NC_048530	2608117	0.1121873259	1.1454959056	0.195972301958928
gene-LOC117896741	NC_048530	2629764	0.9950257664	0.9975412778	-0.00355155425890565
gene-LOC117896721	NC_048530	2629963	0.0131810523	0.4688296729	-1.09286421200662
gene-LOC117896749	NC_048530	2633359	0.5015310321	0.9033437468	-0.14665301810497
gene-LOC117896730	NC_048530	2634586	0.0050414897	1.1107099686	0.151482145720642
gene-LOC117889638	NC_048530	2638513	1.2693988830564E-07	0.8064771557	-0.310294426757646
gene-LOC117889639	NC_048530	2643746	0.2047925077	1.066984199	0.0935388114077608
gene-LOC117902120	NC_048530	2682978	0.6140307552	0.9133239315	-0.130801458682952
gene-LOC117891157	NC_048530	2726549.5	0.3709715072	0.4581866671	-1.12599261701425
gene-LOC117893744	NC_048530	2759570.5	0.7657740665	1.3838003582	0.468635819412214
gene-LOC117892289	NC_048530	2774658.5	0.7743070761	0.9860464974	-0.0202724158432618
gene-LOC117892304	NC_048530	2789844.5	0.0701921822	0.7620130935	-0.39211230745062
gene-LOC117902200	NC_048530	2818868.5	0.3686802499	0.7207491707	-0.472430823143158
gene-LOC117903383	NC_048530	2886437	0.0143690784	0.5364588862	-0.898460486716804
gene-LOC117903382	NC_048530	2916643	0.0005088485	0.7616732785	-0.392755811825873
gene-LOC117903385	NC_048530	2932051	0.1759886137	1.1689092092	0.225162878095729
gene-LOC117903381	NC_048530	2963045	2.02014653348258E-05	0.8968094185	-0.157126665147357
gene-LOC117903387	NC_048530	2996237.5	0.6778737268	1.1264496396	0.171782816171293
gene-LOC117896133	NC_048530	3003708	1.14158182309308E-16	0.5604039943	-0.835460856220228
gene-LOC117892719	NC_048530	3018197.5	0.8286168383	1.1806415442	0.239571013082095
gene-LOC117896254	NC_048530	3021958	6.99529631859585E-06	0.214127259	-2.22345962835202
gene-LOC117896346	NC_048530	3024245	0.0333902904	0.8968286811	-0.157095677784296
gene-LOC117896247	NC_048530	3026351	0.0492551352	0.8142282066	-0.296494894513496
gene-LOC117896269	NC_048530	3028047	0.1481314899	1.3127823115	0.392627705144068
gene-LOC117896229	NC_048530	3029659.5	0.0522799605	1.101975763	0.14009249343336
gene-LOC117896250	NC_048530	3034237.5	0.4422391132	1.0593665442	0.0832018527899486
gene-LOC117896349	NC_048530	3035910	0.0010351866	2.0279069948	1.01999148803275
gene-LOC117896235	NC_048530	3037493	3.3588932163E-10	1.1408039589	0.190050893447285
gene-LOC117896259	NC_048530	3039622	0.5147709436	0.9872423953	-0.0185237451976695
gene-LOC117896328	NC_048530	3049065.5	0.1003636774	1.1121297985	0.153325177201842
gene-LOC117896163	NC_048530	3059420.5	0.0019803844	0.7721384165	-0.373068601152804
gene-LOC117896351	NC_048530	3060383.5	0.0497787944	0.7658011706	-0.384958229400877
gene-LOC117896199	NC_048530	3064084	5.8484217836215E-06	0.7280382103	-0.457913924183602
gene-LOC117896273	NC_048530	3071903	3.06611443480471E-06	0.8551909956	-0.225681432043664
gene-LOC117896187	NC_048530	3081193.5	0.000000004	0.6992987916	-0.516019082698417
gene-LOC117896179	NC_048530	3088952.5	3.186140812375E-08	0.6618812442	-0.595355705306269
gene-LOC117896121	NC_048530	3105813.5	8.91460078628654E-15	0.7231177287	-0.46769754759369
gene-LOC117896337	NC_048530	3116374.5	0.118247757	2.8005215599	1.48569553495947
gene-LOC117896212	NC_048530	3123678	0.340031916	0.8825842275	-0.180194129480166
gene-LOC117903771	NC_048530	3134085.5	0.8813526459	1.0580176239	0.0813636593057802
gene-LOC117903770	NC_048530	3135585	0.0015954238	1.1732993942	0.230571197010012
gene-LOC117903767	NC_048530	3139023	0.000416742	0.7902514026	-0.339616404147315
gene-LOC117903769	NC_048530	3146271	1.52869867310088E-19	0.7683986864	-0.380073042211129
gene-LOC117892081	NC_048530	3165778.5	1.54366596831E-09	0.4680081979	-1.09539429378362
gene-LOC117892154	NC_048530	3182692.5	0.3042603465	1.6667629888	0.737048969835406
gene-LOC117892142	NC_048530	3186094.5	9.80503639869594E-29	0.7705812322	-0.375981045850335
gene-LOC117892062	NC_048530	3193976.5	5.4806789E-13	0.5217688389	-0.938517308851666
gene-LOC117892133	NC_048530	3203247	0.0001250096	0.869588379	-0.20159543427271
gene-LOC117903522	NC_048530	3216003.5	1.616394761E-11	1.089220404	0.123295913269134
gene-LOC117903524	NC_048530	3219092.5	0.0121378683	1.1326404731	0.179689988264465
gene-LOC117903526	NC_048530	3223117	0.2682622157	0.649963914	-0.621568472959247
gene-LOC117892802	NC_048530	3226590	0.6205443688	1.2416812097	0.312294822334878
gene-LOC117903525	NC_048530	3235416.5	0.0018004785	0.7679301621	-0.380952981041622
gene-LOC117903519	NC_048530	3244692	0.0053882435	1.1191640468	0.162421521710648
gene-LOC117903518	NC_048530	3247112	0.8404034764	0.9893099833	-0.0155054593434749
gene-LOC117901432	NC_048530	3248569	0.0002043356	1.2224596111	0.289786800696282
gene-LOC117903149	NC_048530	3250009.5	0.0004891676	1.1987574272	0.261539753847296
gene-LOC117903153	NC_048530	3262288.5	0.035995458	0.458922356	-1.12367800680195
gene-LOC117903154	NC_048530	3263300	1.96729575029668E-22	0.7209575842	-0.472013710406498
gene-LOC117892819	NC_048530	3274783.5	2.23038424E-12	1.0924002221	0.127501512535625
gene-LOC117903150	NC_048530	3284082	8.1231125501E-10	0.7037194069	-0.506927795240533
gene-LOC117903152	NC_048530	3323164	5.93893384156044E-05	0.5618635275	-0.831708341858201
gene-LOC117893086	NC_048530	3412273	0.363583275	1.6906675591	0.757593006295284
gene-LOC117889658	NC_048530	3575272	0.1955886843	1.0940088899	0.129624461496589
gene-LOC117889739	NC_048530	3581741.5	0.05160373	1.1545017513	0.207270361583149
gene-LOC117889729	NC_048530	3588165	0.5454361758	0.6575003928	-0.604936338595817
gene-LOC117889743	NC_048530	3609153.5	0.0180790973	0.8131807748	-0.298351987462422
gene-LOC117891408	NC_048530	3649727	0.1531302051	1.1985339687	0.261270798249091
gene-LOC117893172	NC_048530	3661395.5	0.4597070731	0.7006345921	-0.513265875489729
gene-LOC117898618	NC_048530	3751310	0.5586187761	0.9591113042	-0.0602298461720834
gene-LOC117898339	NC_048530	3759444.5	0.0976055832	0.967728771	-0.0473253403252928
gene-LOC117893217	NC_048530	3768314	0.3129553743	2.3045469348	1.20448315014958
gene-LOC117893239	NC_048530	3807307.5	0.3414366137	0.4698906877	-1.08960291821485
gene-LOC117903334	NC_048530	3810989	0.8977495887	1.1723585719	0.229413892953777
gene-LOC117903338	NC_048530	3824622	0.1321322171	1.1362872684	0.184327613278892
gene-LOC117903333	NC_048530	3828882	0.0002285237	0.9094698787	-0.136902237735997
gene-LOC117903336	NC_048530	3834620	7.437304E-14	1.1437911997	0.193823710638092
gene-LOC117893463	NC_048530	3835182	0.1950889538	1.0713732744	0.0994612133304615
gene-LOC117903339	NC_048530	3839140	0.3879251855	1.1015218541	0.139498118269778
gene-LOC117903335	NC_048530	3840924	0.0063131662	1.1322499945	0.179192532380012
gene-LOC117903340	NC_048530	3843808.5	3.57680939834407E-17	1.1869579385	0.247268811986876
gene-LOC117903341	NC_048530	3849141.5	0.7957722735	1.0177263874	0.0253497494306572
gene-LOC117903342	NC_048530	3854322	1.380883105E-11	0.6129875237	-0.706070384232826
gene-LOC117903364	NC_048530	3857056	0.1230477349	1.186183931	0.246327733127827
gene-LOC117903397	NC_048530	3859978.5	2.0867701017231E-06	1.3336556789	0.415386241887542
gene-LOC117903388	NC_048530	3861218.5	0.0009229822	1.1618817504	0.216463247062187
gene-LOC117903372	NC_048530	3863277.5	4.26534701092925E-06	1.0983964801	0.135398907372586
gene-LOC117896339	NC_048530	3867457.5	0.2374785586	1.0323351313	0.0459113949636847
gene-LOC117897140	NC_048530	3869919	6.63558292091591E-06	1.341831416	0.424203426695635
gene-LOC117899488	NC_048530	3882716	0.1009514645	0.6064353136	-0.721574328726287
gene-LOC117895602	NC_048530	3885750	0.0001079101	1.3346996815	0.416515160076552
gene-LOC117898690	NC_048530	3891193.5	6.745895247891E-08	1.1765736272	0.234591603836921
gene-LOC117894847	NC_048530	3893686.5	NaN	1.1546626256	0.207471380235189
gene-LOC117889603	NC_048530	3904311	0.799703534	0.9796465874	-0.0296667115399907
gene-LOC117889607	NC_048530	3911221	6.14199E-14	1.1836119645	0.243196185150365
gene-LOC117889606	NC_048530	3913539.5	9.16677671714691E-05	0.6045510546	-0.726063914043241
gene-LOC117889605	NC_048530	3915073	0.0357040288	0.8505129372	-0.233594913916598
gene-LOC117889604	NC_048530	3944000	0.1035720869	0.8103245731	-0.303428203915809
gene-LOC117893603	NC_048530	4026710	0.7177003776	1.0099887654	0.0143392452623656
gene-LOC117893272	NC_048530	4034892.5	0.0416163795	0.8330440471	-0.263535314959567
gene-LOC117895280	NC_048530	4042834.5	1.90840047178E-09	0.5472168973	-0.869815315550729
gene-LOC117892189	NC_048530	4047716	6.26844129454207E-15	0.4901414013	-1.02873008132168
gene-LOC117892630	NC_048530	4051107	0.3938799927	0.9059442582	-0.142505809397761
gene-LOC117893532	NC_048530	4052652.5	0.6411002554	0.9700277346	-0.0439020981052621
gene-LOC117893539	NC_048530	4056312	0.4793105433	0.8510855819	-0.232623883804857
gene-LOC117892728	NC_048530	4057333	0.2145071706	0.3414313259	-1.55033266497138
gene-LOC117892499	NC_048530	4061673	0.4636418584	1.3303950417	0.411854696912691
gene-LOC117892672	NC_048530	4062877.5	0.9765409025	1.0122413305	0.0175532868788133
gene-LOC117892418	NC_048530	4072825.5	0.1197540784	1.1709721855	0.227706807420856
gene-LOC117892274	NC_048530	4075547	0.0054327967	1.2409291579	0.311420757318716
gene-LOC117892343	NC_048530	4089243.5	0.0007575992	1.4099950963	0.495690145208485
gene-LOC117892656	NC_048530	4101146.5	0.1327430668	1.2403798897	0.310782040813839
gene-LOC117894262	NC_048530	4130660.5	2.25056418700092E-06	0.6737915723	-0.569625711362443
gene-LOC117902570	NC_048530	4161385	0.9641620873	0.988470052	-0.0167308380735857
gene-LOC117903362	NC_048530	4163065	3.7535372930834E-07	1.2261590247	0.294146099149437
gene-LOC117903359	NC_048530	4164492.5	3.783737673033E-08	1.1877730562	0.248259211583579
gene-LOC117903358	NC_048530	4167319	0.2651167899	1.0827587397	0.114711817449085
gene-LOC117903361	NC_048530	4171439.5	0.1392032668	1.08840036	0.122209338887044
gene-LOC117893606	NC_048530	4177790.5	5.492275971396E-08	0.8765201068	-0.190140909038963
gene-LOC117903357	NC_048530	4178052	0.3644588623	1.0656635145	0.0917519760010207
gene-LOC117893643	NC_048530	4181920.5	0.7511997646	1.2497074773	0.321590438538053
gene-LOC117903356	NC_048530	4186856	0.4160985395	0.9072211512	-0.140473818831612
gene-LOC117903355	NC_048530	4203679.5	0.0001004335	0.6734425116	-0.570373299562809
gene-LOC117893652	NC_048530	4215942.5	0.0345151362	3.2923398767	1.71911327656127
gene-LOC117901983	NC_048530	4251810	5.11536417807E-09	0.6436053507	-0.635751774736092
gene-LOC117891241	NC_048530	4289638.5	0.6196896369	1.142046921	0.191621925047005
gene-LOC117898844	NC_048530	4325439	0.1844267116	2.8941452252	1.533137316624
gene-LOC117898826	NC_048530	4326822	0.5972571629	0.6646463252	-0.589341243917075
gene-LOC117898818	NC_048530	4334751.5	0.1436827375	0.9254126241	-0.111831315195046
gene-LOC117903833	NC_048530	4345782	0.0098682276	0.8359698827	-0.25847712729655
gene-LOC117903834	NC_048530	4350470	0.008292516	1.0691112595	0.0964119982188423
gene-LOC117903838	NC_048530	4351712	0.0034119516	1.0861952424	0.119283449298193
gene-LOC117903837	NC_048530	4352860	0.8080321245	1.0111253924	0.015961920857195
gene-LOC117903840	NC_048530	4353716.5	0.0216445361	1.1576221848	0.211164475215049
gene-LOC117903835	NC_048530	4355391	8.5921120152273E-07	1.1699948714	0.22650220585825
gene-LOC117903836	NC_048530	4373845.5	0.0011153318	0.6095811619	-0.714109775477035
gene-LOC117903839	NC_048530	4386240	0.8887902566	1.0444495506	0.0627428084826028
gene-LOC117892679	NC_048530	4395580	0.9091523003	1.0074712354	0.0107386485416436
gene-LOC117889915	NC_048530	4414049	0.0010840469	0.570431136	-0.80987536393509
gene-LOC117889865	NC_048530	4480682	2.230037505771E-08	0.7319045884	-0.450272504866896
gene-LOC117889907	NC_048530	4538956	0.0172450316	1.0636022742	0.0889587670896721
gene-LOC117889886	NC_048530	4556421.5	5.1117091561028E-07	0.6891048687	-0.5372045444094
gene-LOC117889875	NC_048530	4575223	0.0477349338	0.9750974247	-0.0363817251433305
gene-LOC117889900	NC_048530	4578647	0.0004647561	1.1164830655	0.158961368935171
gene-LOC117893662	NC_048530	4598378	0.8789486129	0.9870883504	-0.0187488744615878
gene-LOC117889922	NC_048530	4612946	5.4166003124E-10	0.4664830042	-1.10010357587474
gene-LOC117890041	NC_048530	4618585.5	0.0044578409	1.1139977497	0.155746318405118
gene-LOC117890067	NC_048530	4619935	0.0014795979	1.3667787683	0.450779742061696
gene-LOC117890050	NC_048530	4624207.5	1.3896545215E-10	0.6568019716	-0.60646963705716
gene-LOC117889967	NC_048530	4630072	0.023735119	0.9615892067	-0.0565073921907752
gene-LOC117890016	NC_048530	4633011.5	2.7132974194993E-07	0.719979961	-0.473971341899419
gene-LOC117889975	NC_048530	4643057.5	0.0079138164	0.9534331463	-0.0687963130172316
gene-LOC117890075	NC_048530	4721182	5.9980548253061E-07	0.7175664482	-0.478815660242103
gene-LOC117890031	NC_048530	4767553	0.004290655	4.0299968737	2.01077871957229
gene-LOC117890053	NC_048530	4815521.5	4.67950314181729E-24	1.1219142284	0.165962384510016
gene-Trnas-aga-2	NC_048530	4839004.5	0.2542777703	3.5240124719	1.817219030137
gene-Trnas-cga-3	NC_048530	4897454.5	0.7074848812	0.8704450819	-0.200174816620249
gene-Trnar-ucg-2	NC_048530	4897852	0.9929400931	1.0086506609	0.0124265936179543
gene-LOC117890174	NC_048530	4954908.5	0.2876062371	0.7150375183	-0.483909152233702
gene-LOC117903082	NC_048530	4974955.5	5.29575444464068E-05	0.8346257221	-0.260798711580235
gene-LOC117903088	NC_048530	4978970.5	0.1507926715	1.1760290503	0.233923698104636
gene-LOC117903092	NC_048530	4980582.5	0.0457947558	0.2100692759	-2.25106292168176
gene-LOC117903085	NC_048530	4993079	0.000004492	0.7074410924	-0.499318073077982
gene-LOC117890205	NC_048530	5004392.5	0.0063061664	1.139797626	0.188777692912695
gene-LOC117894707	NC_048530	5009974.5	0.0001706535	0.8120026129	-0.300443725097838
gene-LOC117889756	NC_048530	5014460.5	0.7278752099	1.0078482905	0.0112784890208015
gene-LOC117903743	NC_048530	5040068	5.090453244E-10	0.6844145261	-0.547057714794055
gene-LOC117903444	NC_048530	5063221.5	0.1422432541	0.6493767548	-0.62287235229444
gene-LOC117903447	NC_048530	5064164	0.04868824	0.290946223	-1.78117557742689
gene-LOC117903446	NC_048530	5067360.5	0.6744117391	0.8217565621	-0.283217022959534
gene-LOC117903442	NC_048530	5070902	0.0812354395	0.772568362	-0.372265496945127
gene-LOC117903443	NC_048530	5079331.5	0.5065983284	0.9664853786	-0.0491801879871486
gene-LOC117903445	NC_048530	5091874.5	0.2718727317	2.1191660447	1.08349663276913
gene-LOC117903439	NC_048530	5118289	5.14051430535591E-18	0.6055095678	-0.723778338421836
gene-LOC117901984	NC_048530	5160299.5	0.0961260975	8.2181032434	3.03880545508644
gene-LOC117901976	NC_048530	5167336.5	0.2743624786	0.9163841368	-0.125975610009566
gene-LOC117901993	NC_048530	5169675	0.5759223527	0.628918822	-0.669054282323415
gene-LOC117889633	NC_048530	5192922.5	0.6571224472	0.9567789362	-0.0637424664030874
gene-LOC117889630	NC_048530	5198653.5	2.019961934848E-05	0.6701227852	-0.577502633093817
gene-LOC117889632	NC_048530	5211675	0.032301626	1.0378540841	0.0536036239048691
gene-LOC117894451	NC_048530	5214585	0.0066115163	1.2087148905	0.273473984397315
gene-LOC117894443	NC_048530	5216601	3.39213846764579E-05	0.8584818915	-0.220140392015436
gene-LOC117901954	NC_048530	5247644	4.39317382896364E-22	0.5300546587	-0.915786958287894
gene-LOC117901930	NC_048530	5310966	0.1870364508	0.8649734061	-0.209272317603253
gene-LOC117889590	NC_048530	5382505.5	7.8542445018E-10	0.7054760772	-0.503330933241426
gene-LOC117889591	NC_048530	5393318.5	0.1469040298	1.3803779051	0.465063286697013
gene-LOC117889588	NC_048530	5408078.5	0.0071708253	0.5866597733	-0.769404023706878
gene-LOC117889589	NC_048530	5424166	2.6749027631519E-07	0.7993906098	-0.32302746893228
