gene	chr_name	meanPos	Pvalue	FC	Log2FC
gene-LOC117900717	NC_048530	2464724.5	0.543615327243001	0.642786279827032	-0.637588959646524
gene-LOC117892481	NC_048530	2548236	0.0859275762742959	2.68665610334409	1.42581166569348
gene-LOC117890984	NC_048530	2608117	0.000388063477258672	1.99745904083965	0.998165920082728
gene-LOC117896741	NC_048530	2629764	0.00841195753418453	3.96412820820713	1.98700362305758
gene-LOC117896721	NC_048530	2629963	0.00339227753263531	2.65471986297703	1.40855962991192
gene-LOC117896749	NC_048530	2633359	0.857805966462626	0.963112644433453	-0.0542235511679712
gene-LOC117896730	NC_048530	2634586	0.0775441218463443	0.776418440009625	-0.365093712288488
gene-LOC117889638	NC_048530	2638513	0.81857315525693	0.99400266487312	-0.00867837529891347
gene-LOC117889639	NC_048530	2643746	0.143103512107718	1.08981671500689	0.124085523456536
gene-LOC117902120	NC_048530	2682978	0.16414131735017	1.3132796304577	0.393174135211941
gene-LOC117891813	NC_048530	2708986	0.783064620136754	0.725982220478893	-0.461993878265539
gene-LOC117891157	NC_048530	2726549.5	0.156839752066134	1.85767305036128	0.893496610370477
gene-LOC117893744	NC_048530	2759570.5	0.492846186817769	0.652038886707709	-0.616970087505517
gene-LOC117892289	NC_048530	2774658.5	0.192751416188248	1.28641897404914	0.363360590830917
gene-LOC117892304	NC_048530	2789844.5	0.674883321912504	0.843155415633083	-0.246129512714917
gene-LOC117902200	NC_048530	2818868.5	0.286517699788802	1.51587587558453	0.600151626193702
gene-LOC117903097	NC_048530	2846886	0.997655373928822	0	NA
gene-LOC117903383	NC_048530	2886437	0.185454214715399	1.49548644552637	0.580614834522456
gene-LOC117903382	NC_048530	2916643	0.111632944807314	1.45581762029527	0.541829631102436
gene-LOC117903386	NC_048530	2928098	0.128874342067345	3.43290477211748	1.77942983786629
gene-LOC117903385	NC_048530	2932051	0.623059584117787	1.06214104124761	0.0869753537107263
gene-LOC117903381	NC_048530	2963045	0.0630819502842891	1.28741436872868	0.364476475853948
gene-LOC117903387	NC_048530	2996237.5	0.63201204733087	0.874509702106472	-0.193453704904817
gene-LOC117896133	NC_048530	3003708	0.0827236187582103	1.32915213436019	0.410506244512886
gene-LOC117892719	NC_048530	3018197.5	0.275605427082276	0.405712680165722	-1.30146970157086
gene-LOC117896254	NC_048530	3021958	0.355675824161031	1.72166755766356	0.783806594992489
gene-LOC117896346	NC_048530	3024245	0.184666409784138	1.14434690547582	0.194524467275917
gene-LOC117896247	NC_048530	3026351	0.390635447910591	1.07623204912402	0.105989174573821
gene-LOC117896269	NC_048530	3028047	0.133902291723669	1.05598785682145	0.0785932447302713
gene-LOC117896229	NC_048530	3029659.5	0.000406563308074622	0.851267718474327	-0.232315172876884
gene-LOC117896259	NC_048530	3039622	0.0302935618968211	1.18495617313219	0.24483370049558
gene-LOC117896250	NC_048530	3034237.5	0.000846885228300399	0.899471346437699	-0.152850771176771
gene-LOC117896349	NC_048530	3035910	0.679090922953976	1.17583263339054	0.233682723302546
gene-LOC117896235	NC_048530	3037493	0.151217733584555	0.819750878695966	-0.286742551834585
gene-LOC117896328	NC_048530	3049065.5	0.0214577787689503	1.34267405062826	0.425109116666847
gene-LOC117896163	NC_048530	3059420.5	0.316299774221105	1.1410544778233	0.190367672441049
gene-LOC117896351	NC_048530	3060383.5	0.304231754299453	1.14288733471063	0.192683190371608
gene-LOC117896199	NC_048530	3064084	0.845121272495704	0.99490824913763	-0.00736460904764869
gene-LOC117896273	NC_048530	3071903	0.83107140567299	1.00801645361393	0.0115191877996264
gene-LOC117896187	NC_048530	3081193.5	0.422364947387026	1.14241327610633	0.192084650289763
gene-LOC117896179	NC_048530	3088952.5	0.139495070787683	1.18647039056143	0.246676097225315
gene-LOC117896121	NC_048530	3105813.5	0.200259348903166	1.27156187279727	0.346601663684339
gene-LOC117896337	NC_048530	3116374.5	0.223529072631302	2.28908433729351	1.19477061743867
gene-LOC117896212	NC_048530	3123678	5.84608898612154E-05	0.673035960479557	-0.571244504435842
gene-LOC117903771	NC_048530	3134085.5	0.269430630373059	0.703776129984008	-0.506811511941721
gene-LOC117903770	NC_048530	3135585	0.766533365267674	0.975203074669681	-0.0362254203200205
gene-LOC117903767	NC_048530	3139023	0.535414269256366	0.973684849217079	-0.0384732014752736
gene-LOC117903769	NC_048530	3146271	0.10775306168269	1.19089359931315	0.252044521010186
gene-LOC117892081	NC_048530	3165778.5	0.128575517752019	1.45737513955183	0.543372285987898
gene-LOC117892154	NC_048530	3182692.5	0.0122266251199915	2.83562545017989	1.50366698361626
gene-LOC117892142	NC_048530	3186094.5	0.776581218901395	1.02402261208213	0.0342475727388631
gene-LOC117892062	NC_048530	3193976.5	0.304273368469206	1.20743566818542	0.271946324744444
gene-LOC117892133	NC_048530	3203247	0.212055472109043	0.953805112223711	-0.0682335795486431
gene-LOC117903522	NC_048530	3216003.5	0.871002500016535	0.989448509826457	-0.0153034624512074
gene-LOC117903524	NC_048530	3219092.5	0.0674062851384011	1.0898520806429	0.124132339585476
gene-LOC117903526	NC_048530	3223117	0.19341058918243	2.08983851483578	1.06339146725999
gene-LOC117892802	NC_048530	3226590	0.169271929161473	0.577519911419316	-0.792057407041444
gene-LOC117903525	NC_048530	3235416.5	0.102087424436735	1.29324984565518	0.371001019361104
gene-LOC117903519	NC_048530	3244692	0.476842792200011	0.96414434942516	-0.0526789353516897
gene-LOC117903518	NC_048530	3247112	0.0268787573428912	0.923344288157754	-0.115059407792783
gene-LOC117901432	NC_048530	3248569	0.279092388958613	0.854412175992095	-0.22699588826657
gene-LOC117903149	NC_048530	3250009.5	0.00984478134717107	0.765862158229488	-0.384843339204046
gene-LOC117903154	NC_048530	3263300	0.117532960130691	1.2775740156496	0.353406875442653
gene-LOC117903153	NC_048530	3262288.5	0.552694880762247	1.21631288435525	0.282514395429574
gene-LOC117892819	NC_048530	3274783.5	0.14153313955805	1.03015307691236	0.042858732450517
gene-LOC117903150	NC_048530	3284082	0.0568097792496809	1.35991307224616	0.443514435117155
gene-LOC117903152	NC_048530	3323164	0.00925457847936251	2.00552465652197	1.00397970318723
gene-LOC117892835	NC_048530	3363394.5	0.806906238944793	1.26825349905149	0.342843140802002
gene-LOC117893086	NC_048530	3412273	0.50592031513306	0.613643529526967	-0.704527269143574
gene-LOC117892447	NC_048530	3516639.5	0.0279296783932829	0.103264005063326	-3.27559063609782
gene-LOC117889658	NC_048530	3575272	0.00925609541179879	1.22842928389873	0.296814809507112
gene-LOC117889739	NC_048530	3581741.5	0.758005750794882	1.02679396043509	0.0381467151709121
gene-LOC117889729	NC_048530	3588165	0.96088880981037	0.834922714850524	-0.260285435099723
gene-LOC117889743	NC_048530	3609153.5	0.398930742897993	1.09611951615638	0.132405112135586
gene-LOC117891408	NC_048530	3649727	0.451896118274916	1.18614025851682	0.246274615535217
gene-LOC117893172	NC_048530	3661395.5	0.624924724761851	1.12088950332298	0.164644065061152
gene-LOC117898618	NC_048530	3751310	0.0172201865914876	1.26455375389827	0.338628364667564
gene-LOC117898339	NC_048530	3759444.5	0.393084476224612	1.06734406416631	0.0940253117317358
gene-LOC117893217	NC_048530	3768314	0.752369241413807	0.693250549207976	-0.528551240688155
gene-LOC117903334	NC_048530	3810989	0.536408520247314	0.475595062144308	-1.07219435847684
gene-LOC117903338	NC_048530	3824622	0.0602510264861035	1.17226036124504	0.229293030648222
gene-LOC117903333	NC_048530	3828882	1.68335037988872E-05	0.93015662194067	-0.104454433857674
gene-LOC117893463	NC_048530	3835182	0.106610819184607	0.847151483310947	-0.239308126887346
gene-LOC117903336	NC_048530	3834620	0.239326645211201	0.873082150282484	-0.19581068819282
gene-LOC117903339	NC_048530	3839140	0.934424665251703	1.00621148392637	0.00893356035827964
gene-LOC117903335	NC_048530	3840924	0.0932679544062138	0.797141098996173	-0.327092981957639
gene-LOC117903340	NC_048530	3843808.5	0.108687870569302	0.845474682527829	-0.242166540652356
gene-LOC117903341	NC_048530	3849141.5	0.116174470428312	0.89280147315031	-0.163588687226429
gene-LOC117903342	NC_048530	3854322	0.18250824401436	1.103993265576	0.142731371618133
gene-LOC117903364	NC_048530	3857056	0.00269785872318454	1.08141564492031	0.112921133259649
gene-LOC117903397	NC_048530	3859978.5	0.345712176950711	1.0355264828998	0.0503644499945892
gene-LOC117903388	NC_048530	3861218.5	0.339021055532916	0.906251772289385	-0.142016183497965
gene-LOC117903372	NC_048530	3863277.5	0.0421472171768742	0.89509538644119	-0.159886662551841
gene-LOC117896339	NC_048530	3867457.5	1.36787791258985E-20	0.747080760798827	-0.420663885465764
gene-LOC117897140	NC_048530	3869919	0.336998095349815	1.06130277798758	0.0858362999716356
gene-LOC117899488	NC_048530	3882716	0.318798154969353	1.20921556197944	0.274071450937416
gene-LOC117895602	NC_048530	3885750	0.113602460983579	0.871078184177293	-0.199125880239261
gene-LOC117898690	NC_048530	3891193.5	0.0274065987278997	0.798096155444951	-0.325365520586976
gene-LOC117894847	NC_048530	3893686.5	0.299136404473387	1.03933853863217	0.055665652753941
gene-LOC117889603	NC_048530	3904311	0.380972287312918	1.04313164673187	0.0609212423275274
gene-LOC117889607	NC_048530	3911221	0.102031055456252	0.760636609814203	-0.394720716625763
gene-LOC117889606	NC_048530	3913539.5	0.949229950293306	0.987538718484411	-0.0180907817782039
gene-LOC117889605	NC_048530	3915073	0.568190009090205	1.03971617557614	0.05618975146918
gene-LOC117889604	NC_048530	3944000	0.44445762429652	1.20764718723793	0.272199034491609
gene-LOC117893603	NC_048530	4026710	0.369847512295172	0.961304342133132	-0.0569348445593167
gene-LOC117893272	NC_048530	4034892.5	0.306356778259706	1.19032917568363	0.251360594084019
gene-LOC117895280	NC_048530	4042834.5	0.276498300933192	1.35640678442508	0.439789905512502
gene-LOC117892189	NC_048530	4047716	0.453279651457093	1.24200092441337	0.312666247347512
gene-LOC117892630	NC_048530	4051107	0.103718079559875	0.910044021183964	-0.135991760996112
gene-LOC117893532	NC_048530	4052652.5	0.761284191010607	1.06274935556156	0.0878013841444094
gene-LOC117893539	NC_048530	4056312	0.00495822165614754	0.309968612485169	-1.68980595972521
gene-LOC117892728	NC_048530	4057333	0.714562699262808	0.779447704296137	-0.359475863861097
gene-LOC117892499	NC_048530	4061673	0.301157054536906	0.702565864943344	-0.509294611798883
gene-LOC117892672	NC_048530	4062877.5	0.413146273184794	1.30395672711616	0.382895993333719
gene-LOC117892418	NC_048530	4072825.5	0.869599492536587	1.02272745678087	0.0324217373248281
gene-LOC117892274	NC_048530	4075547	0.594209248400574	1.02983931470546	0.0424192520084876
gene-LOC117892343	NC_048530	4089243.5	0.995245960450425	1.03277924355688	0.0465319112588372
gene-LOC117892656	NC_048530	4101146.5	0.136458368322712	1.61886589661728	0.694983480823724
gene-LOC117894262	NC_048530	4130660.5	0.242379696466492	1.2255654588415	0.293447542241449
gene-LOC117902570	NC_048530	4161385	0.62617239440707	0.866751608571815	-0.206309486013132
gene-LOC117903362	NC_048530	4163065	0.234904517498093	0.898888892918591	-0.153785292319485
gene-LOC117903359	NC_048530	4164492.5	0.129568001588043	0.873157488540427	-0.195686203409894
gene-LOC117903358	NC_048530	4167319	0.0957460847189171	1.12124084967058	0.165096211509093
gene-LOC117903361	NC_048530	4171439.5	4.6744009055799E-06	1.17759666796195	0.235845494373081
gene-LOC117893606	NC_048530	4177790.5	0.57934220676507	1.02111409044022	0.0301440694641162
gene-LOC117903357	NC_048530	4178052	0.0210495727290066	1.17173872980237	0.228650918532379
gene-LOC117893643	NC_048530	4181920.5	0.431245160795009	1.98686964336303	0.990497221836227
gene-LOC117903356	NC_048530	4186856	0.146817327141167	1.18197538008098	0.241199985257406
gene-LOC117903355	NC_048530	4203679.5	0.208145379732131	1.13257787580563	0.179610253075827
gene-LOC117893652	NC_048530	4215942.5	0.197826496248551	1.69851699776213	0.764275655935351
gene-LOC117901983	NC_048530	4251810	0.159662980473539	1.21649569633861	0.282731216386555
gene-LOC117891241	NC_048530	4289638.5	0.575050106767583	0.862832568536825	-0.212847461296068
gene-LOC117898826	NC_048530	4326822	0.134367611676833	0.34632659381001	-1.52979492108389
gene-LOC117898818	NC_048530	4334751.5	0.320881483031914	1.17944018617808	0.238102255972591
gene-LOC117903833	NC_048530	4345782	0.346711297901219	1.19392955408543	0.255717715187422
gene-LOC117903834	NC_048530	4350470	0.534491809559727	0.961656447315507	-0.0564065130312397
gene-LOC117903838	NC_048530	4351712	0.071106409493736	0.858805558696735	-0.219596565686183
gene-LOC117903837	NC_048530	4352860	0.633742139970626	0.976137474188462	-0.034843751030385
gene-LOC117903840	NC_048530	4353716.5	0.214518278238263	0.914132379860565	-0.129524990939849
gene-LOC117903835	NC_048530	4355391	0.397773620891883	0.946126433266689	-0.0798951074551297
gene-LOC117903836	NC_048530	4373845.5	0.0189331078954461	1.62842486216344	0.703477153270793
gene-LOC117903839	NC_048530	4386240	0.430315949762853	1.12533400895386	0.170353269479834
gene-LOC117892679	NC_048530	4395580	0.370369287279033	1.1832378085394	0.242740057381273
gene-LOC117889915	NC_048530	4414049	0.108727878818347	1.9150840444645	0.937407706965659
gene-LOC117889865	NC_048530	4480682	0.298141913339968	1.30417136906343	0.383133453199308
gene-LOC117889907	NC_048530	4538956	4.86355261301399E-09	0.851970753118867	-0.231124189148217
gene-LOC117889886	NC_048530	4556421.5	0.0827581023481452	1.29895688406536	0.377353544583009
gene-LOC117889875	NC_048530	4575223	0.0698621593493733	1.03371795766745	0.0478426106243859
gene-LOC117889900	NC_048530	4578647	0.0520990100861799	0.840406682932457	-0.250840460488041
gene-LOC117893662	NC_048530	4598378	0.679377875977622	0.966439792172712	-0.0492482375046226
gene-LOC117889922	NC_048530	4612946	0.226177335215163	1.46515102606691	0.551049383642573
gene-LOC117890041	NC_048530	4618585.5	0.719733611997506	0.980898749214284	-0.027823869294263
gene-LOC117890067	NC_048530	4619935	0.796104288957519	1.02435314308264	0.0347131664545071
gene-LOC117890050	NC_048530	4624207.5	0.152569026154207	1.2274013228069	0.295607043424239
gene-LOC117889967	NC_048530	4630072	0.0450807813039834	0.813181833055924	-0.298350109971429
gene-LOC117890016	NC_048530	4633011.5	0.470056078974328	1.0505945674434	0.0712060295417523
gene-LOC117889975	NC_048530	4643057.5	0.197820711254025	0.976773483014325	-0.033904059634736
gene-LOC117890075	NC_048530	4721182	0.109534022886057	1.39909378844502	0.484492677005322
gene-LOC117890031	NC_048530	4767553	0.973969912914965	1.00419703051488	0.00604236396845526
gene-LOC117890053	NC_048530	4815521.5	0.112446438052773	0.877685076899206	-0.188224717195951
gene-Trnas-cga	NC_048530	4828080.5	0.421290178964393	1.58623110275402	0.665602976910849
gene-LOC117893707	NC_048530	4865363	0.147813806542386	0.20807008926028	-2.26485850692771
gene-Trnas-aga-4	NC_048530	4885380.5	0.609823084458968	0.673560559819098	-0.570120430680283
gene-Trnas-cga-3	NC_048530	4897454.5	0.537485334938622	0.665105615109051	-0.588344644054526
gene-Trnar-ucg-2	NC_048530	4897852	0.0302233512340132	3.37007094383591	1.75277896210237
gene-Trnas-aga-5	NC_048530	4898949.5	0.99978750141956	0	NA
gene-LOC117890174	NC_048530	4954908.5	0.332392516701044	0.713330660709244	-0.487357109406055
gene-LOC117903082	NC_048530	4974955.5	2.48244805694548E-217	0.914522644260596	-0.128909202269291
gene-LOC117903088	NC_048530	4978970.5	0.00322599391355278	0.707312134793632	-0.499581082196649
gene-LOC117903085	NC_048530	4993079	0.373155568981688	1.10102198142395	0.138843271967462
gene-LOC117890205	NC_048530	5004392.5	0.549224991433411	0.938443785285485	-0.0916577676456587
gene-LOC117894707	NC_048530	5009974.5	0.972846024770172	1.00489931331162	0.00705095666489797
gene-LOC117889756	NC_048530	5014460.5	0.119989645483965	0.915932308065942	-0.126687114934379
gene-LOC117903743	NC_048530	5040068	0.122126400134989	1.28297301035916	0.359490821066292
gene-LOC117903444	NC_048530	5063221.5	0.93096384047263	0.936190429294653	-0.0951260784806474
gene-LOC117903447	NC_048530	5064164	0.442877883724067	2.20265745365686	1.13924515171809
gene-LOC117903446	NC_048530	5067360.5	0.25024539601945	1.38012825079387	0.464802338153503
gene-LOC117903442	NC_048530	5070902	0.423240015115059	1.31299381196923	0.392860116944939
gene-LOC117903443	NC_048530	5079331.5	0.0276241154548206	1.23329797455713	0.302521408402322
gene-LOC117903445	NC_048530	5091874.5	0.173122263850184	2.26205009223107	1.17763087760942
gene-LOC117903439	NC_048530	5118289	0.429875411167705	1.23964315671337	0.309924886636122
gene-LOC117901976	NC_048530	5167336.5	0.00352526593962218	1.3476731401201	0.43047063278957
gene-LOC117901984	NC_048530	5160299.5	0.0360072441806088	2.58318591397282	1.36915147911773
gene-LOC117901993	NC_048530	5169675	0.00283669448598548	0.049446138154051	-4.33799834186547
gene-LOC117889630	NC_048530	5198653.5	0.145817961926986	1.28502275280496	0.361793904219361
gene-LOC117889633	NC_048530	5192922.5	0.85725914106484	1.01525883407595	0.02184758064526
gene-LOC117889632	NC_048530	5211675	0.648017840262714	0.982219757932743	-0.0258822513961992
gene-LOC117894451	NC_048530	5214585	0.762990041916206	0.978776407505844	-0.0309487678719087
gene-LOC117894443	NC_048530	5216601	0.881693714019919	0.997004761227727	-0.00432770061170729
gene-LOC117901954	NC_048530	5247644	0.149386740228468	1.60794751088101	0.685220312594186
gene-LOC117901930	NC_048530	5310966	0.176637161487598	1.46467223325684	0.550577852114753
gene-LOC117889590	NC_048530	5382505.5	0.259645438615493	1.15390454758445	0.206523887395768
gene-LOC117889591	NC_048530	5393318.5	0.640778862149296	0.93624809304391	-0.0950372198034453
gene-LOC117889588	NC_048530	5408078.5	0.154166043791262	1.52685879202773	0.610566644019945
gene-LOC117889589	NC_048530	5424166	0.755357336996958	1.02149069992994	0.030676069243901
gene-LOC117889852	NC_048530	5427404	0.155942212658592	0.656821865172112	-0.606425940593941
gene-LOC117903512	NC_048530	5437139.5	0.427840841347724	1.1477080898772	0.19875575103938
gene-LOC117897289	NC_048530	5445933.5	0.775178747136242	1.03023006416678	0.0429665465050917
gene-LOC117902986	NC_048530	5451193	0.27821590891104	0.737982986600123	-0.438340537992694
gene-LOC117897487	NC_048530	5512602	0.0687426298730071	2.90971709543978	1.54087889029958
gene-LOC117897493	NC_048530	5516380	0.000368055294322669	0.911128111309352	-0.134274173070621
gene-LOC117897691	NC_048530	5524175	0.192391877705798	1.35608993144482	0.439452856458971
gene-LOC117897757	NC_048530	5529664	0.030710476836918	0.775511508054595	-0.366779904870217
gene-LOC117897748	NC_048530	5531754.5	0.000680012173570449	0.842827254012409	-0.246691128391353
gene-LOC117897734	NC_048530	5542332	0.46085448113924	1.07082173852498	0.0987183322346326
gene-LOC117897766	NC_048530	5533874	0.565641329683539	0.921949669504883	-0.117240100781185
gene-LOC117897711	NC_048530	5539168	0.0682939534394121	0.689896710343695	-0.535547713619001
gene-LOC117897701	NC_048530	5544444.5	0.955266466807259	1.00973988278618	0.0139836908517665
gene-LOC117893999	NC_048530	5554625	0.656744186543478	1.21271139584788	0.278236255059207
gene-LOC117897845	NC_048530	5556792	0.386564337033425	0.958149504977508	-0.0616773102608263
